"","network_name","network","seeding_strategy","seed_selection_strategy","pp","network_id","seed_count","no_of_seeds","no_of_activated","no_of_iterations","saved_seeds"
"7347","ml_arxiv_pp_0.1_060_.mpx","arxiv","sqr","random",0.1,60,0.1,1406,7211,2449,0
"7348","ml_arxiv_pp_0.1_060_.mpx","arxiv","sqr","random",0.1,60,0.2,2813,9353,4436,0
"7349","ml_arxiv_pp_0.1_061_.mpx","arxiv","sqr","random",0.1,61,0.02,281,4792,557,0
"7350","ml_arxiv_pp_0.1_061_.mpx","arxiv","sqr","random",0.1,61,0.05,703,5709,1278,0
"7351","ml_arxiv_pp_0.1_061_.mpx","arxiv","sqr","random",0.1,61,0.1,1406,7060,2421,0
"7352","ml_arxiv_pp_0.1_061_.mpx","arxiv","sqr","random",0.1,61,0.2,2813,9326,4494,0
"7353","ml_arxiv_pp_0.1_062_.mpx","arxiv","sqr","random",0.1,62,0.02,281,4856,530,0
"7354","ml_arxiv_pp_0.1_062_.mpx","arxiv","sqr","random",0.1,62,0.05,703,5844,1304,0
"7355","ml_arxiv_pp_0.1_062_.mpx","arxiv","sqr","random",0.1,62,0.1,1406,7169,2425,0
"7356","ml_arxiv_pp_0.1_062_.mpx","arxiv","sqr","random",0.1,62,0.2,2813,9352,4426,0
"7357","ml_arxiv_pp_0.1_063_.mpx","arxiv","sqr","random",0.1,63,0.02,281,4952,561,0
"7358","ml_arxiv_pp_0.1_063_.mpx","arxiv","sqr","random",0.1,63,0.05,703,5894,1307,0
"7359","ml_arxiv_pp_0.1_063_.mpx","arxiv","sqr","random",0.1,63,0.1,1406,7139,2392,0
"7360","ml_arxiv_pp_0.1_063_.mpx","arxiv","sqr","random",0.1,63,0.2,2813,9396,4435,0
"7361","ml_arxiv_pp_0.1_064_.mpx","arxiv","sqr","random",0.1,64,0.02,281,4830,511,0
"7362","ml_arxiv_pp_0.1_064_.mpx","arxiv","sqr","random",0.1,64,0.05,703,5843,1313,0
"7363","ml_arxiv_pp_0.1_064_.mpx","arxiv","sqr","random",0.1,64,0.1,1406,7168,2432,0
"7364","ml_arxiv_pp_0.1_064_.mpx","arxiv","sqr","random",0.1,64,0.2,2813,9367,4450,0
"7365","ml_arxiv_pp_0.1_065_.mpx","arxiv","sqr","random",0.1,65,0.02,281,4850,553,0
"7366","ml_arxiv_pp_0.1_065_.mpx","arxiv","sqr","random",0.1,65,0.05,703,5839,1321,0
"7367","ml_arxiv_pp_0.1_065_.mpx","arxiv","sqr","random",0.1,65,0.1,1406,7180,2460,0
"7368","ml_arxiv_pp_0.1_065_.mpx","arxiv","sqr","random",0.1,65,0.2,2813,9339,4442,0
"7369","ml_arxiv_pp_0.1_066_.mpx","arxiv","sqr","random",0.1,66,0.02,281,4861,543,0
"7370","ml_arxiv_pp_0.1_066_.mpx","arxiv","sqr","random",0.1,66,0.05,703,5821,1296,0
"7371","ml_arxiv_pp_0.1_066_.mpx","arxiv","sqr","random",0.1,66,0.1,1406,7219,2451,0
"7372","ml_arxiv_pp_0.1_066_.mpx","arxiv","sqr","random",0.1,66,0.2,2813,9328,4407,0
"7373","ml_arxiv_pp_0.1_067_.mpx","arxiv","sqr","random",0.1,67,0.02,281,4868,535,0
"7374","ml_arxiv_pp_0.1_067_.mpx","arxiv","sqr","random",0.1,67,0.05,703,5903,1331,0
"7375","ml_arxiv_pp_0.1_067_.mpx","arxiv","sqr","random",0.1,67,0.1,1406,7175,2433,0
"7376","ml_arxiv_pp_0.1_067_.mpx","arxiv","sqr","random",0.1,67,0.2,2813,9384,4439,0
"7377","ml_arxiv_pp_0.1_068_.mpx","arxiv","sqr","random",0.1,68,0.02,281,4965,563,0
"7378","ml_arxiv_pp_0.1_068_.mpx","arxiv","sqr","random",0.1,68,0.05,703,5883,1277,0
"7379","ml_arxiv_pp_0.1_068_.mpx","arxiv","sqr","random",0.1,68,0.1,1406,7216,2401,0
"7380","ml_arxiv_pp_0.1_068_.mpx","arxiv","sqr","random",0.1,68,0.2,2813,9386,4398,0
"7381","ml_arxiv_pp_0.1_069_.mpx","arxiv","sqr","random",0.1,69,0.02,281,5008,530,0
"7382","ml_arxiv_pp_0.1_069_.mpx","arxiv","sqr","random",0.1,69,0.05,703,5977,1265,0
"7383","ml_arxiv_pp_0.1_069_.mpx","arxiv","sqr","random",0.1,69,0.1,1406,7283,2383,0
"7384","ml_arxiv_pp_0.1_069_.mpx","arxiv","sqr","random",0.1,69,0.2,2813,9434,4371,0
"7385","ml_arxiv_pp_0.1_070_.mpx","arxiv","sqr","random",0.1,70,0.02,281,4968,529,0
"7386","ml_arxiv_pp_0.1_070_.mpx","arxiv","sqr","random",0.1,70,0.05,703,5954,1307,0
"7387","ml_arxiv_pp_0.1_070_.mpx","arxiv","sqr","random",0.1,70,0.1,1406,7284,2438,0
"7388","ml_arxiv_pp_0.1_070_.mpx","arxiv","sqr","random",0.1,70,0.2,2813,9484,4462,0
"7389","ml_arxiv_pp_0.1_071_.mpx","arxiv","sqr","random",0.1,71,0.02,281,4878,532,0
"7390","ml_arxiv_pp_0.1_071_.mpx","arxiv","sqr","random",0.1,71,0.05,703,5854,1293,0
"7391","ml_arxiv_pp_0.1_071_.mpx","arxiv","sqr","random",0.1,71,0.1,1406,7268,2466,0
"7392","ml_arxiv_pp_0.1_071_.mpx","arxiv","sqr","random",0.1,71,0.2,2813,9406,4442,0
"7393","ml_arxiv_pp_0.1_072_.mpx","arxiv","sqr","random",0.1,72,0.02,281,4704,563,0
"7394","ml_arxiv_pp_0.1_072_.mpx","arxiv","sqr","random",0.1,72,0.05,703,5738,1351,0
"7395","ml_arxiv_pp_0.1_072_.mpx","arxiv","sqr","random",0.1,72,0.1,1406,7135,2494,0
"7396","ml_arxiv_pp_0.1_072_.mpx","arxiv","sqr","random",0.1,72,0.2,2813,9379,4519,0
"7397","ml_arxiv_pp_0.1_073_.mpx","arxiv","sqr","random",0.1,73,0.02,281,4945,517,0
"7398","ml_arxiv_pp_0.1_073_.mpx","arxiv","sqr","random",0.1,73,0.05,703,5924,1265,0
"7399","ml_arxiv_pp_0.1_073_.mpx","arxiv","sqr","random",0.1,73,0.1,1406,7276,2412,0
"7400","ml_arxiv_pp_0.1_073_.mpx","arxiv","sqr","random",0.1,73,0.2,2813,9427,4387,0
"7401","ml_arxiv_pp_0.1_074_.mpx","arxiv","sqr","random",0.1,74,0.02,281,4898,522,0
"7402","ml_arxiv_pp_0.1_074_.mpx","arxiv","sqr","random",0.1,74,0.05,703,5815,1259,0
"7403","ml_arxiv_pp_0.1_074_.mpx","arxiv","sqr","random",0.1,74,0.1,1406,7186,2417,0
"7404","ml_arxiv_pp_0.1_074_.mpx","arxiv","sqr","random",0.1,74,0.2,2813,9334,4402,0
"7405","ml_arxiv_pp_0.1_075_.mpx","arxiv","sqr","random",0.1,75,0.02,281,4863,571,0
"7406","ml_arxiv_pp_0.1_075_.mpx","arxiv","sqr","random",0.1,75,0.05,703,5798,1309,0
"7407","ml_arxiv_pp_0.1_075_.mpx","arxiv","sqr","random",0.1,75,0.1,1406,7122,2449,0
"7408","ml_arxiv_pp_0.1_075_.mpx","arxiv","sqr","random",0.1,75,0.2,2813,9321,4466,0
"7409","ml_arxiv_pp_0.1_076_.mpx","arxiv","sqr","random",0.1,76,0.02,281,4938,568,0
"7410","ml_arxiv_pp_0.1_076_.mpx","arxiv","sqr","random",0.1,76,0.05,703,5908,1322,0
"7411","ml_arxiv_pp_0.1_076_.mpx","arxiv","sqr","random",0.1,76,0.1,1406,7226,2453,0
"7412","ml_arxiv_pp_0.1_076_.mpx","arxiv","sqr","random",0.1,76,0.2,2813,9390,4449,0
"7413","ml_arxiv_pp_0.1_077_.mpx","arxiv","sqr","random",0.1,77,0.02,281,4719,493,0
"7414","ml_arxiv_pp_0.1_077_.mpx","arxiv","sqr","random",0.1,77,0.05,703,5819,1276,0
"7415","ml_arxiv_pp_0.1_077_.mpx","arxiv","sqr","random",0.1,77,0.1,1406,7184,2440,0
"7416","ml_arxiv_pp_0.1_077_.mpx","arxiv","sqr","random",0.1,77,0.2,2813,9296,4391,0
"7417","ml_arxiv_pp_0.1_078_.mpx","arxiv","sqr","random",0.1,78,0.02,281,4940,583,0
"7418","ml_arxiv_pp_0.1_078_.mpx","arxiv","sqr","random",0.1,78,0.05,703,5962,1360,0
"7419","ml_arxiv_pp_0.1_078_.mpx","arxiv","sqr","random",0.1,78,0.1,1406,7270,2474,0
"7420","ml_arxiv_pp_0.1_078_.mpx","arxiv","sqr","random",0.1,78,0.2,2813,9399,4449,0
"7421","ml_arxiv_pp_0.1_079_.mpx","arxiv","sqr","random",0.1,79,0.02,281,4989,519,0
"7422","ml_arxiv_pp_0.1_079_.mpx","arxiv","sqr","random",0.1,79,0.05,703,5921,1269,0
"7423","ml_arxiv_pp_0.1_079_.mpx","arxiv","sqr","random",0.1,79,0.1,1406,7216,2382,0
"7424","ml_arxiv_pp_0.1_079_.mpx","arxiv","sqr","random",0.1,79,0.2,2813,9471,4430,0
"7425","ml_arxiv_pp_0.1_080_.mpx","arxiv","sqr","random",0.1,80,0.02,281,4903,518,0
"7426","ml_arxiv_pp_0.1_080_.mpx","arxiv","sqr","random",0.1,80,0.05,703,5854,1253,0
"7427","ml_arxiv_pp_0.1_080_.mpx","arxiv","sqr","random",0.1,80,0.1,1406,7120,2349,0
"7428","ml_arxiv_pp_0.1_080_.mpx","arxiv","sqr","random",0.1,80,0.2,2813,9356,4380,0
"7429","ml_arxiv_pp_0.1_081_.mpx","arxiv","sqr","random",0.1,81,0.02,281,4913,583,0
"7430","ml_arxiv_pp_0.1_081_.mpx","arxiv","sqr","random",0.1,81,0.05,703,5864,1329,0
"7431","ml_arxiv_pp_0.1_081_.mpx","arxiv","sqr","random",0.1,81,0.1,1406,7061,2381,0
"7432","ml_arxiv_pp_0.1_081_.mpx","arxiv","sqr","random",0.1,81,0.2,2813,9279,4379,0
"7433","ml_arxiv_pp_0.1_082_.mpx","arxiv","sqr","random",0.1,82,0.02,281,4832,530,0
"7434","ml_arxiv_pp_0.1_082_.mpx","arxiv","sqr","random",0.1,82,0.05,703,5828,1289,0
"7435","ml_arxiv_pp_0.1_082_.mpx","arxiv","sqr","random",0.1,82,0.1,1406,7175,2418,0
"7436","ml_arxiv_pp_0.1_082_.mpx","arxiv","sqr","random",0.1,82,0.2,2813,9324,4399,0
"7437","ml_arxiv_pp_0.1_083_.mpx","arxiv","sqr","random",0.1,83,0.02,281,4972,572,0
"7438","ml_arxiv_pp_0.1_083_.mpx","arxiv","sqr","random",0.1,83,0.05,703,5940,1336,0
"7439","ml_arxiv_pp_0.1_083_.mpx","arxiv","sqr","random",0.1,83,0.1,1406,7197,2453,0
"7440","ml_arxiv_pp_0.1_083_.mpx","arxiv","sqr","random",0.1,83,0.2,2813,9358,4464,0
"7441","ml_arxiv_pp_0.1_084_.mpx","arxiv","sqr","random",0.1,84,0.02,281,5004,549,0
"7442","ml_arxiv_pp_0.1_084_.mpx","arxiv","sqr","random",0.1,84,0.05,703,5933,1278,0
"7443","ml_arxiv_pp_0.1_084_.mpx","arxiv","sqr","random",0.1,84,0.1,1406,7307,2404,0
"7444","ml_arxiv_pp_0.1_084_.mpx","arxiv","sqr","random",0.1,84,0.2,2813,9500,4431,0
"7445","ml_arxiv_pp_0.1_085_.mpx","arxiv","sqr","random",0.1,85,0.02,281,4858,538,0
"7446","ml_arxiv_pp_0.1_085_.mpx","arxiv","sqr","random",0.1,85,0.05,703,5860,1304,0
"7447","ml_arxiv_pp_0.1_085_.mpx","arxiv","sqr","random",0.1,85,0.1,1406,7196,2438,0
"7448","ml_arxiv_pp_0.1_085_.mpx","arxiv","sqr","random",0.1,85,0.2,2813,9372,4434,0
"7449","ml_arxiv_pp_0.1_086_.mpx","arxiv","sqr","random",0.1,86,0.02,281,4984,576,0
"7450","ml_arxiv_pp_0.1_086_.mpx","arxiv","sqr","random",0.1,86,0.05,703,5999,1356,0
"7451","ml_arxiv_pp_0.1_086_.mpx","arxiv","sqr","random",0.1,86,0.1,1406,7340,2463,0
"7452","ml_arxiv_pp_0.1_086_.mpx","arxiv","sqr","random",0.1,86,0.2,2813,9496,4462,0
"7453","ml_arxiv_pp_0.1_087_.mpx","arxiv","sqr","random",0.1,87,0.02,281,4792,543,0
"7454","ml_arxiv_pp_0.1_087_.mpx","arxiv","sqr","random",0.1,87,0.05,703,5765,1288,0
"7455","ml_arxiv_pp_0.1_087_.mpx","arxiv","sqr","random",0.1,87,0.1,1406,7081,2434,0
"7456","ml_arxiv_pp_0.1_087_.mpx","arxiv","sqr","random",0.1,87,0.2,2813,9318,4477,0
"7457","ml_arxiv_pp_0.1_088_.mpx","arxiv","sqr","random",0.1,88,0.02,281,4687,540,0
"7458","ml_arxiv_pp_0.1_088_.mpx","arxiv","sqr","random",0.1,88,0.05,703,5743,1318,0
"7459","ml_arxiv_pp_0.1_088_.mpx","arxiv","sqr","random",0.1,88,0.1,1406,7055,2411,0
"7460","ml_arxiv_pp_0.1_088_.mpx","arxiv","sqr","random",0.1,88,0.2,2813,9288,4438,0
"7461","ml_arxiv_pp_0.1_089_.mpx","arxiv","sqr","random",0.1,89,0.02,281,4882,497,0
"7462","ml_arxiv_pp_0.1_089_.mpx","arxiv","sqr","random",0.1,89,0.05,703,5838,1258,0
"7463","ml_arxiv_pp_0.1_089_.mpx","arxiv","sqr","random",0.1,89,0.1,1406,7153,2377,0
"7464","ml_arxiv_pp_0.1_089_.mpx","arxiv","sqr","random",0.1,89,0.2,2813,9324,4388,0
"7465","ml_arxiv_pp_0.1_090_.mpx","arxiv","sqr","random",0.1,90,0.02,281,4844,557,0
"7466","ml_arxiv_pp_0.1_090_.mpx","arxiv","sqr","random",0.1,90,0.05,703,5825,1315,0
"7467","ml_arxiv_pp_0.1_090_.mpx","arxiv","sqr","random",0.1,90,0.1,1406,7157,2430,0
"7468","ml_arxiv_pp_0.1_090_.mpx","arxiv","sqr","random",0.1,90,0.2,2813,9295,4432,0
"7469","ml_arxiv_pp_0.1_091_.mpx","arxiv","sqr","random",0.1,91,0.02,281,4925,555,0
"7470","ml_arxiv_pp_0.1_091_.mpx","arxiv","sqr","random",0.1,91,0.05,703,5930,1301,0
"7471","ml_arxiv_pp_0.1_091_.mpx","arxiv","sqr","random",0.1,91,0.1,1406,7292,2457,0
"7472","ml_arxiv_pp_0.1_091_.mpx","arxiv","sqr","random",0.1,91,0.2,2813,9417,4416,0
"7473","ml_arxiv_pp_0.1_092_.mpx","arxiv","sqr","random",0.1,92,0.02,281,4739,542,0
"7474","ml_arxiv_pp_0.1_092_.mpx","arxiv","sqr","random",0.1,92,0.05,703,5743,1285,0
"7475","ml_arxiv_pp_0.1_092_.mpx","arxiv","sqr","random",0.1,92,0.1,1406,7097,2431,0
"7476","ml_arxiv_pp_0.1_092_.mpx","arxiv","sqr","random",0.1,92,0.2,2813,9342,4450,0
"7477","ml_arxiv_pp_0.1_093_.mpx","arxiv","sqr","random",0.1,93,0.02,281,4867,550,0
"7478","ml_arxiv_pp_0.1_093_.mpx","arxiv","sqr","random",0.1,93,0.05,703,5795,1268,0
"7479","ml_arxiv_pp_0.1_093_.mpx","arxiv","sqr","random",0.1,93,0.1,1406,7181,2440,0
"7480","ml_arxiv_pp_0.1_093_.mpx","arxiv","sqr","random",0.1,93,0.2,2813,9490,4513,0
"7481","ml_arxiv_pp_0.1_094_.mpx","arxiv","sqr","random",0.1,94,0.02,281,4954,546,0
"7482","ml_arxiv_pp_0.1_094_.mpx","arxiv","sqr","random",0.1,94,0.05,703,5864,1286,0
"7483","ml_arxiv_pp_0.1_094_.mpx","arxiv","sqr","random",0.1,94,0.1,1406,7259,2462,0
"7484","ml_arxiv_pp_0.1_094_.mpx","arxiv","sqr","random",0.1,94,0.2,2813,9493,4488,0
"7485","ml_arxiv_pp_0.1_095_.mpx","arxiv","sqr","random",0.1,95,0.02,281,4903,551,0
"7486","ml_arxiv_pp_0.1_095_.mpx","arxiv","sqr","random",0.1,95,0.05,703,5886,1295,0
"7487","ml_arxiv_pp_0.1_095_.mpx","arxiv","sqr","random",0.1,95,0.1,1406,7178,2404,0
"7488","ml_arxiv_pp_0.1_095_.mpx","arxiv","sqr","random",0.1,95,0.2,2813,9353,4406,0
"7489","ml_arxiv_pp_0.1_096_.mpx","arxiv","sqr","random",0.1,96,0.02,281,4839,546,0
"7490","ml_arxiv_pp_0.1_096_.mpx","arxiv","sqr","random",0.1,96,0.05,703,5806,1303,0
"7491","ml_arxiv_pp_0.1_096_.mpx","arxiv","sqr","random",0.1,96,0.1,1406,7103,2408,0
"7492","ml_arxiv_pp_0.1_096_.mpx","arxiv","sqr","random",0.1,96,0.2,2813,9317,4422,0
"7493","ml_arxiv_pp_0.1_097_.mpx","arxiv","sqr","random",0.1,97,0.02,281,4699,554,0
"7494","ml_arxiv_pp_0.1_097_.mpx","arxiv","sqr","random",0.1,97,0.05,703,5851,1350,0
"7495","ml_arxiv_pp_0.1_097_.mpx","arxiv","sqr","random",0.1,97,0.1,1406,7254,2518,0
"7496","ml_arxiv_pp_0.1_097_.mpx","arxiv","sqr","random",0.1,97,0.2,2813,9429,4540,0
"7497","ml_arxiv_pp_0.1_098_.mpx","arxiv","sqr","random",0.1,98,0.02,281,4909,551,0
"7498","ml_arxiv_pp_0.1_098_.mpx","arxiv","sqr","random",0.1,98,0.05,703,5812,1265,0
"7499","ml_arxiv_pp_0.1_098_.mpx","arxiv","sqr","random",0.1,98,0.1,1406,7173,2401,0
"7500","ml_arxiv_pp_0.1_098_.mpx","arxiv","sqr","random",0.1,98,0.2,2813,9322,4375,0
"7501","ml_arxiv_pp_0.1_099_.mpx","arxiv","sqr","random",0.1,99,0.02,281,4940,588,0
"7502","ml_arxiv_pp_0.1_099_.mpx","arxiv","sqr","random",0.1,99,0.05,703,5909,1325,0
"7503","ml_arxiv_pp_0.1_099_.mpx","arxiv","sqr","random",0.1,99,0.1,1406,7202,2435,0
"7504","ml_arxiv_pp_0.1_099_.mpx","arxiv","sqr","random",0.1,99,0.2,2813,9425,4456,0
"7505","ml_arxiv_pp_0.1_100_.mpx","arxiv","sqr","random",0.1,100,0.02,281,4941,563,0
"7506","ml_arxiv_pp_0.1_100_.mpx","arxiv","sqr","random",0.1,100,0.05,703,5898,1295,0
"7507","ml_arxiv_pp_0.1_100_.mpx","arxiv","sqr","random",0.1,100,0.1,1406,7265,2431,0
"7508","ml_arxiv_pp_0.1_100_.mpx","arxiv","sqr","random",0.1,100,0.2,2813,9430,4417,0
"7509","ml_arxiv_pp_0.2_001_.mpx","arxiv","sqr","random",0.2,1,0.02,281,7458,642,0
"7510","ml_arxiv_pp_0.2_001_.mpx","arxiv","sqr","random",0.2,1,0.05,703,8663,1516,0
"7511","ml_arxiv_pp_0.2_001_.mpx","arxiv","sqr","random",0.2,1,0.1,1406,10267,2788,0
"7512","ml_arxiv_pp_0.2_001_.mpx","arxiv","sqr","random",0.2,1,0.2,2813,12563,4882,0
"7513","ml_arxiv_pp_0.2_002_.mpx","arxiv","sqr","random",0.2,2,0.02,281,7397,635,0
"7514","ml_arxiv_pp_0.2_002_.mpx","arxiv","sqr","random",0.2,2,0.05,703,8597,1479,0
"7515","ml_arxiv_pp_0.2_002_.mpx","arxiv","sqr","random",0.2,2,0.1,1406,10076,2693,0
"7516","ml_arxiv_pp_0.2_002_.mpx","arxiv","sqr","random",0.2,2,0.2,2813,12390,4793,0
"7517","ml_arxiv_pp_0.2_003_.mpx","arxiv","sqr","random",0.2,3,0.02,281,7486,638,0
"7518","ml_arxiv_pp_0.2_003_.mpx","arxiv","sqr","random",0.2,3,0.05,703,8641,1497,0
"7519","ml_arxiv_pp_0.2_003_.mpx","arxiv","sqr","random",0.2,3,0.1,1406,10222,2750,0
"7520","ml_arxiv_pp_0.2_003_.mpx","arxiv","sqr","random",0.2,3,0.2,2813,12477,4801,0
"7521","ml_arxiv_pp_0.2_004_.mpx","arxiv","sqr","random",0.2,4,0.02,281,7358,656,0
"7522","ml_arxiv_pp_0.2_004_.mpx","arxiv","sqr","random",0.2,4,0.05,703,8601,1542,0
"7523","ml_arxiv_pp_0.2_004_.mpx","arxiv","sqr","random",0.2,4,0.1,1406,10110,2782,0
"7524","ml_arxiv_pp_0.2_004_.mpx","arxiv","sqr","random",0.2,4,0.2,2813,12433,4866,0
"7525","ml_arxiv_pp_0.2_005_.mpx","arxiv","sqr","random",0.2,5,0.02,281,7322,653,0
"7526","ml_arxiv_pp_0.2_005_.mpx","arxiv","sqr","random",0.2,5,0.05,703,8635,1560,0
"7527","ml_arxiv_pp_0.2_005_.mpx","arxiv","sqr","random",0.2,5,0.1,1406,10275,2859,0
"7528","ml_arxiv_pp_0.2_005_.mpx","arxiv","sqr","random",0.2,5,0.2,2813,12616,4981,0
"7529","ml_arxiv_pp_0.2_006_.mpx","arxiv","sqr","random",0.2,6,0.02,281,7479,653,0
"7530","ml_arxiv_pp_0.2_006_.mpx","arxiv","sqr","random",0.2,6,0.05,703,8755,1523,0
"7531","ml_arxiv_pp_0.2_006_.mpx","arxiv","sqr","random",0.2,6,0.1,1406,10343,2789,0
"7532","ml_arxiv_pp_0.2_006_.mpx","arxiv","sqr","random",0.2,6,0.2,2813,12568,4802,0
"7533","ml_arxiv_pp_0.2_007_.mpx","arxiv","sqr","random",0.2,7,0.02,281,7433,620,0
"7534","ml_arxiv_pp_0.2_007_.mpx","arxiv","sqr","random",0.2,7,0.05,703,8618,1486,0
"7535","ml_arxiv_pp_0.2_007_.mpx","arxiv","sqr","random",0.2,7,0.1,1406,10213,2752,0
"7536","ml_arxiv_pp_0.2_007_.mpx","arxiv","sqr","random",0.2,7,0.2,2813,12529,4847,0
"7537","ml_arxiv_pp_0.2_008_.mpx","arxiv","sqr","random",0.2,8,0.02,281,7321,605,0
"7538","ml_arxiv_pp_0.2_008_.mpx","arxiv","sqr","random",0.2,8,0.05,703,8548,1446,0
"7539","ml_arxiv_pp_0.2_008_.mpx","arxiv","sqr","random",0.2,8,0.1,1406,10141,2715,0
"7540","ml_arxiv_pp_0.2_008_.mpx","arxiv","sqr","random",0.2,8,0.2,2813,12421,4791,0
"7541","ml_arxiv_pp_0.2_009_.mpx","arxiv","sqr","random",0.2,9,0.02,281,7396,670,0
"7542","ml_arxiv_pp_0.2_009_.mpx","arxiv","sqr","random",0.2,9,0.05,703,8622,1539,0
"7543","ml_arxiv_pp_0.2_009_.mpx","arxiv","sqr","random",0.2,9,0.1,1406,10199,2830,0
"7544","ml_arxiv_pp_0.2_009_.mpx","arxiv","sqr","random",0.2,9,0.2,2813,12454,4891,0
"7545","ml_arxiv_pp_0.2_010_.mpx","arxiv","sqr","random",0.2,10,0.02,281,7604,670,0
"7546","ml_arxiv_pp_0.2_010_.mpx","arxiv","sqr","random",0.2,10,0.05,703,8798,1541,0
"7547","ml_arxiv_pp_0.2_010_.mpx","arxiv","sqr","random",0.2,10,0.1,1406,10336,2784,0
"7548","ml_arxiv_pp_0.2_010_.mpx","arxiv","sqr","random",0.2,10,0.2,2813,12550,4836,0
"7549","ml_arxiv_pp_0.2_011_.mpx","arxiv","sqr","random",0.2,11,0.02,281,7496,619,0
"7550","ml_arxiv_pp_0.2_011_.mpx","arxiv","sqr","random",0.2,11,0.05,703,8694,1496,0
"7551","ml_arxiv_pp_0.2_011_.mpx","arxiv","sqr","random",0.2,11,0.1,1406,10222,2731,0
"7552","ml_arxiv_pp_0.2_011_.mpx","arxiv","sqr","random",0.2,11,0.2,2813,12505,4783,0
"7553","ml_arxiv_pp_0.2_012_.mpx","arxiv","sqr","random",0.2,12,0.02,281,7411,612,0
"7554","ml_arxiv_pp_0.2_012_.mpx","arxiv","sqr","random",0.2,12,0.05,703,8599,1509,0
"7555","ml_arxiv_pp_0.2_012_.mpx","arxiv","sqr","random",0.2,12,0.1,1406,10170,2762,0
"7556","ml_arxiv_pp_0.2_012_.mpx","arxiv","sqr","random",0.2,12,0.2,2813,12452,4846,0
"7557","ml_arxiv_pp_0.2_013_.mpx","arxiv","sqr","random",0.2,13,0.02,281,7414,651,0
"7558","ml_arxiv_pp_0.2_013_.mpx","arxiv","sqr","random",0.2,13,0.05,703,8551,1470,0
"7559","ml_arxiv_pp_0.2_013_.mpx","arxiv","sqr","random",0.2,13,0.1,1406,10204,2772,0
"7560","ml_arxiv_pp_0.2_013_.mpx","arxiv","sqr","random",0.2,13,0.2,2813,12424,4824,0
"7561","ml_arxiv_pp_0.2_014_.mpx","arxiv","sqr","random",0.2,14,0.02,281,7347,602,0
"7562","ml_arxiv_pp_0.2_014_.mpx","arxiv","sqr","random",0.2,14,0.05,703,8611,1490,0
"7563","ml_arxiv_pp_0.2_014_.mpx","arxiv","sqr","random",0.2,14,0.1,1406,10197,2771,0
"7564","ml_arxiv_pp_0.2_014_.mpx","arxiv","sqr","random",0.2,14,0.2,2813,12445,4803,0
"7565","ml_arxiv_pp_0.2_015_.mpx","arxiv","sqr","random",0.2,15,0.02,281,7474,630,0
"7566","ml_arxiv_pp_0.2_015_.mpx","arxiv","sqr","random",0.2,15,0.05,703,8666,1485,0
"7567","ml_arxiv_pp_0.2_015_.mpx","arxiv","sqr","random",0.2,15,0.1,1406,10220,2736,0
"7568","ml_arxiv_pp_0.2_015_.mpx","arxiv","sqr","random",0.2,15,0.2,2813,12476,4790,0
"7569","ml_arxiv_pp_0.2_016_.mpx","arxiv","sqr","random",0.2,16,0.02,281,7387,646,0
"7570","ml_arxiv_pp_0.2_016_.mpx","arxiv","sqr","random",0.2,16,0.05,703,8551,1482,0
"7571","ml_arxiv_pp_0.2_016_.mpx","arxiv","sqr","random",0.2,16,0.1,1406,10149,2772,0
"7572","ml_arxiv_pp_0.2_016_.mpx","arxiv","sqr","random",0.2,16,0.2,2813,12432,4848,0
"7573","ml_arxiv_pp_0.2_017_.mpx","arxiv","sqr","random",0.2,17,0.02,281,7578,689,0
"7574","ml_arxiv_pp_0.2_017_.mpx","arxiv","sqr","random",0.2,17,0.05,703,8693,1504,0
"7575","ml_arxiv_pp_0.2_017_.mpx","arxiv","sqr","random",0.2,17,0.1,1406,10273,2792,0
"7576","ml_arxiv_pp_0.2_017_.mpx","arxiv","sqr","random",0.2,17,0.2,2813,12470,4822,0
"7577","ml_arxiv_pp_0.2_018_.mpx","arxiv","sqr","random",0.2,18,0.02,281,7423,633,0
"7578","ml_arxiv_pp_0.2_018_.mpx","arxiv","sqr","random",0.2,18,0.05,703,8639,1495,0
"7579","ml_arxiv_pp_0.2_018_.mpx","arxiv","sqr","random",0.2,18,0.1,1406,10217,2765,0
"7580","ml_arxiv_pp_0.2_018_.mpx","arxiv","sqr","random",0.2,18,0.2,2813,12465,4809,0
"7581","ml_arxiv_pp_0.2_019_.mpx","arxiv","sqr","random",0.2,19,0.02,281,7361,610,0
"7582","ml_arxiv_pp_0.2_019_.mpx","arxiv","sqr","random",0.2,19,0.05,703,8595,1486,0
"7583","ml_arxiv_pp_0.2_019_.mpx","arxiv","sqr","random",0.2,19,0.1,1406,10292,2812,0
"7584","ml_arxiv_pp_0.2_019_.mpx","arxiv","sqr","random",0.2,19,0.2,2813,12580,4876,0
"7585","ml_arxiv_pp_0.2_020_.mpx","arxiv","sqr","random",0.2,20,0.02,281,7452,644,0
"7586","ml_arxiv_pp_0.2_020_.mpx","arxiv","sqr","random",0.2,20,0.05,703,8588,1471,0
"7587","ml_arxiv_pp_0.2_020_.mpx","arxiv","sqr","random",0.2,20,0.1,1406,10143,2725,0
"7588","ml_arxiv_pp_0.2_020_.mpx","arxiv","sqr","random",0.2,20,0.2,2813,12426,4787,0
"7589","ml_arxiv_pp_0.2_021_.mpx","arxiv","sqr","random",0.2,21,0.02,281,7515,636,0
